序号,次密接者ID,次密接日期,次密接场所ID,密接者ID
482,67772,2022-11-05 10:00:22,1029,4858
483,29487,2022-11-05 09:57:22,1029,4858
484,76127,2022-10-28 20:35:30,1083,1760
485,69673,2022-10-28 20:22:30,1083,1760
486,19094,2022-10-28 20:33:30,1083,1760
487,59718,2022-10-28 20:48:30,1083,96507
488,95832,2022-10-28 20:47:30,1083,96507
489,47153,2022-10-28 20:15:30,1083,59050
490,20919,2022-10-28 20:31:30,1083,59050
491,65846,2022-10-28 20:14:30,1083,59050
492,33855,2022-10-28 20:14:30,1083,67960
493,57375,2022-10-28 20:08:30,1083,67960
494,69040,2022-11-05 09:20:30,235,81459
495,46513,2022-11-05 09:28:30,235,35002
496,33108,2022-11-05 08:40:30,235,35002
497,62690,2022-11-05 08:57:30,235,83691
498,47034,2022-11-05 08:34:30,235,38705
499,61622,2022-11-05 08:50:30,235,38705
500,61173,2022-11-05 09:30:30,235,38705
501,97349,2022-10-08 18:36:58,64,90107
502,70848,2022-10-08 18:18:58,64,90107
503,45703,2022-10-08 18:33:58,64,84666
504,67941,2022-10-21 09:45:47,462,97179
505,63150,2022-10-21 09:07:47,462,97179
506,37312,2022-10-21 09:39:47,462,97179
507,21669,2022-10-21 09:01:47,462,9675
508,56656,2022-10-24 19:38:01,461,33334
509,69158,2022-10-24 20:20:01,461,33334
510,94362,2022-10-24 19:25:01,461,93235
511,6959,2022-10-24 19:57:01,461,93235
512,79954,2022-10-24 19:36:01,461,93235
513,601,2022-11-20 20:32:13,2000,43141
514,83718,2022-11-20 19:23:13,2000,43882
515,14089,2022-11-20 19:39:13,2000,43882
516,11733,2022-11-20 19:31:13,2000,43882
517,3866,2022-11-20 19:36:13,2000,29471
518,33259,2022-11-20 19:39:13,2000,29471
519,55274,2022-11-23 20:39:27,1516,26731
520,54453,2022-11-23 20:46:27,1516,19273
521,74575,2022-11-23 21:00:27,1516,19273
522,82955,2022-11-23 20:35:27,1516,46740
523,89752,2022-11-24 08:55:40,2840,69417
524,17556,2022-11-24 07:58:40,2840,67758
525,30200,2022-11-24 07:58:40,2840,67758
526,55266,2022-10-30 10:24:18,1744,37966
527,91367,2022-10-30 10:43:18,1744,74054
528,62321,2022-10-30 10:55:18,1744,74054
529,93709,2022-10-30 10:59:18,1744,20343
530,45427,2022-10-30 10:49:18,1744,20343
531,36771,2022-10-30 10:29:18,1744,20343
532,30310,2022-10-30 09:39:18,1744,92116
533,32136,2022-10-30 10:04:18,1744,92116
534,19835,2022-11-06 00:02:21,2173,82828
535,1567,2022-11-05 23:41:21,2173,82828
536,53115,2022-11-06 00:15:21,2173,23778
537,59025,2022-11-05 23:20:21,2173,79490
538,86364,2022-11-05 23:25:21,2173,79490
539,48721,2022-11-05 23:57:21,2173,49340
540,80523,2022-10-29 15:38:30,1591,22197
541,60658,2022-10-29 15:41:30,1591,22197
542,72573,2022-10-29 16:03:30,1591,91994
543,82972,2022-10-29 16:00:30,1591,91994
544,99418,2022-10-29 16:02:30,1591,91994
545,63424,2022-10-29 15:35:30,1591,65308
546,97799,2022-10-29 15:49:30,1591,65308
547,39804,2022-10-29 15:39:30,1591,94446
548,46440,2022-10-29 16:04:30,1591,94446
549,76389,2022-10-29 15:37:30,1591,94446
550,85003,2022-10-24 16:04:54,2818,51453
551,66968,2022-10-24 16:31:54,2818,29507
552,54791,2022-10-24 16:44:54,2818,29507
553,54577,2022-10-24 16:50:54,2818,29507
554,66739,2022-10-24 17:02:54,2818,37351
555,62155,2022-10-24 16:39:54,2818,37351
556,39391,2022-10-24 16:22:54,2818,37351
557,43675,2022-10-13 18:26:27,1309,72119
558,60851,2022-10-13 18:11:27,1309,72119
559,76812,2022-10-13 18:43:27,1309,26562
560,38406,2022-10-13 18:55:27,1309,26562
561,89645,2022-10-13 18:52:27,1309,26562
562,16234,2022-11-11 09:40:53,1375,11635
563,97021,2022-11-11 09:26:53,1375,42622
564,57763,2022-11-17 23:41:08,1878,70614
565,80898,2022-11-17 23:39:08,1878,70614
566,54241,2022-11-17 23:02:08,1878,70614
567,73988,2022-11-18 00:37:08,1878,86549
568,58972,2022-11-17 23:39:08,1878,86549
569,34688,2022-11-17 23:33:08,1878,78719
570,56377,2022-11-17 23:45:08,1878,78719
571,74748,2022-10-22 12:52:29,647,17070
572,79095,2022-10-22 12:51:29,647,17070
573,72331,2022-10-22 12:56:29,647,17070
574,91271,2022-10-22 11:49:29,647,96340
575,1879,2022-10-22 11:58:29,647,96340
576,5934,2022-10-22 12:20:29,647,19186
577,21656,2022-10-22 12:05:29,647,19186
578,45179,2022-10-22 12:20:29,647,19186
579,51874,2022-10-31 20:51:15,950,93034
580,67102,2022-10-31 21:35:15,950,93034
581,12804,2022-10-31 21:31:15,950,93034
582,22626,2022-10-31 20:10:15,950,55644
583,37920,2022-10-31 20:12:15,950,55644
584,38835,2022-10-31 21:04:15,950,31406
585,24271,2022-10-31 20:57:15,950,31406
586,67869,2022-10-31 20:35:15,950,2520
587,41361,2022-10-31 21:04:15,950,2520
588,59731,2022-10-31 21:10:15,950,2520
589,74567,2022-10-08 08:15:07,602,16133
590,43973,2022-10-08 08:48:07,602,21311
591,33301,2022-10-08 08:38:07,602,21311
592,51928,2022-10-08 07:43:07,602,75998
593,2855,2022-10-08 08:01:07,602,75998
594,74856,2022-10-26 07:18:11,330,18782
595,37521,2022-10-26 07:24:11,330,18782
596,9106,2022-10-26 08:03:11,330,4607
597,74300,2022-10-26 08:12:11,330,4607
598,27089,2022-10-06 08:49:45,249,5305
599,55434,2022-10-06 08:42:45,249,5305
600,48610,2022-10-06 08:26:45,249,6995
601,41781,2022-10-06 08:26:45,249,6995
602,70898,2022-10-06 08:38:45,249,65595
603,1715,2022-10-18 10:43:33,1492,88772
604,7699,2022-10-18 11:19:33,1492,88772
605,16771,2022-10-18 11:22:33,1492,17153
606,78364,2022-10-18 11:25:33,1492,17153
607,28584,2022-10-18 10:02:33,1492,13994
608,88665,2022-10-26 07:26:30,952,76635
609,40875,2022-10-26 07:16:30,952,96383
610,79310,2022-10-27 07:47:58,1762,69262
611,78519,2022-10-27 07:48:58,1762,75593
612,77626,2022-10-27 07:45:58,1762,75593
613,71314,2022-10-19 22:21:47,1986,48977
614,55229,2022-10-19 22:21:47,1986,94804
615,53807,2022-10-19 23:14:47,1986,94804
616,48366,2022-10-19 22:23:47,1986,94804
617,51089,2022-10-19 23:00:47,1986,40525
618,92313,2022-10-19 23:07:47,1986,40525
619,45696,2022-10-19 23:07:47,1986,40525
620,79518,2022-10-08 15:24:33,1967,16693
621,70599,2022-10-08 15:17:33,1967,16693
622,27724,2022-10-08 15:28:33,1967,63832
623,30506,2022-11-24 14:28:08,2636,83064
624,95421,2022-11-24 14:36:08,2636,83064
625,8478,2022-11-24 14:29:08,2636,83064
626,65950,2022-11-24 14:06:08,2636,83480
627,27037,2022-11-24 15:04:08,2636,30761
628,65789,2022-11-24 14:47:08,2636,30761
629,3689,2022-11-24 15:14:08,2636,30761
630,16338,2022-11-24 14:09:08,2636,67979
631,26332,2022-11-24 14:59:08,2636,67979
632,24872,2022-11-24 14:12:08,2636,67979
633,25477,2022-11-23 15:00:09,2507,74441
634,44965,2022-11-23 14:23:09,2507,33152
635,88022,2022-11-23 14:53:09,2507,91008
636,69623,2022-11-23 11:22:58,944,73582
637,16033,2022-11-23 12:00:58,944,40023
638,9450,2022-11-23 11:38:58,944,40023
639,42693,2022-11-23 11:32:58,944,13764
640,32836,2022-11-23 11:19:58,944,82804
641,33097,2022-11-07 16:31:54,2171,37458
642,86348,2022-11-07 16:23:54,2171,37458
643,75110,2022-11-07 16:49:54,2171,37458
644,23465,2022-11-07 16:25:54,2171,71326
645,21238,2022-11-07 16:35:54,2171,35940
646,6848,2022-11-07 16:49:54,2171,35940
647,99888,2022-11-07 16:21:54,2171,35940
648,47922,2022-10-16 15:13:03,1779,75200
649,93917,2022-10-16 16:10:03,1779,87195
650,36740,2022-10-16 15:31:03,1779,21991
651,48357,2022-10-16 15:09:03,1779,21991
652,73026,2022-10-16 15:15:03,1779,58186
653,30737,2022-11-17 16:39:02,2329,19846
654,53450,2022-11-17 16:32:02,2329,23713
655,79066,2022-10-15 16:20:03,2584,37905
656,10654,2022-10-15 16:28:03,2584,37905
657,86017,2022-10-15 17:01:03,2584,3999
658,44822,2022-10-15 17:08:03,2584,29815
659,37782,2022-10-15 16:55:03,2584,29815
660,57838,2022-10-15 17:08:03,2584,30005
661,43566,2022-10-15 17:35:03,2584,30005
662,15401,2022-10-15 17:28:03,2584,30005
663,15557,2022-10-25 07:43:10,740,31815
664,5089,2022-10-25 07:51:10,740,31815
665,67345,2022-10-25 07:53:10,740,31815
666,85379,2022-10-25 08:20:10,740,29753
667,90102,2022-10-25 07:46:10,740,29753
668,57936,2022-10-25 07:47:10,740,83813
669,47135,2022-11-17 14:23:52,1692,87177
670,56102,2022-11-17 14:17:52,1692,7385
671,68334,2022-11-17 14:18:52,1692,67586
672,63693,2022-11-17 14:05:52,1692,67586
673,90844,2022-11-17 13:57:52,1692,67586
674,86812,2022-10-27 13:48:37,306,47076
675,88914,2022-10-27 13:53:37,306,47076
676,61102,2022-10-27 13:23:37,306,13718
677,32144,2022-10-27 12:56:37,306,13718
678,9437,2022-10-27 13:37:37,306,13718
679,38733,2022-10-27 13:33:37,306,54665
680,64687,2022-10-30 14:49:17,1420,78596
681,27220,2022-10-30 14:52:17,1420,78596
682,36101,2022-10-30 15:00:17,1420,7917
683,46345,2022-10-30 14:34:17,1420,7917
684,28614,2022-10-30 14:20:17,1420,80436
685,21401,2022-10-30 15:00:17,1420,12621
686,4954,2022-11-06 15:05:42,2616,72893
687,43183,2022-11-06 13:52:42,2616,71281
688,87479,2022-11-06 14:00:42,2616,12559
689,35411,2022-11-06 14:32:42,2616,35586
690,53938,2022-10-21 20:36:50,1339,94960
691,74729,2022-10-21 20:23:50,1339,42694
692,5161,2022-10-21 20:45:50,1339,42694
693,36061,2022-10-21 20:56:50,1339,42694
694,75266,2022-10-21 19:35:50,1339,80656
695,62137,2022-10-21 19:55:50,1339,36438
696,25427,2022-10-21 20:44:50,1339,36438
697,78894,2022-10-07 20:47:20,430,97095
698,18123,2022-10-07 20:19:20,430,67200
699,18138,2022-10-07 20:32:20,430,67200
700,29505,2022-10-07 21:08:20,430,9885
701,49586,2022-10-02 12:28:42,2251,85130
702,9009,2022-10-02 12:17:42,2251,46863
703,53724,2022-10-02 11:52:42,2251,46863
704,76499,2022-10-02 12:15:42,2251,46863
705,23919,2022-10-30 21:23:40,2533,22642
706,98720,2022-10-30 20:52:40,2533,22642
707,33728,2022-10-30 21:04:40,2533,22642
708,76713,2022-10-30 20:45:40,2533,14333
709,83690,2022-10-31 09:45:30,1884,49957
710,19208,2022-10-31 08:54:30,1884,49957
711,33317,2022-10-31 09:10:30,1884,49957
712,36257,2022-10-31 09:27:30,1884,41385
713,25361,2022-10-31 09:36:30,1884,41385
714,58466,2022-10-31 09:27:30,1884,41385
715,20447,2022-10-31 09:18:30,1884,89760
716,55438,2022-10-31 09:45:30,1884,89760
717,5833,2022-10-31 09:04:30,1884,71312
718,57826,2022-10-31 09:32:30,1884,71312
719,77762,2022-10-03 14:58:41,110,30874
720,94024,2022-10-03 15:54:41,110,30874
721,44259,2022-10-03 15:51:41,110,30874
722,99386,2022-10-03 15:42:41,110,98234
723,85338,2022-10-03 14:59:41,110,98234
724,12003,2022-10-03 15:04:41,110,98234
725,80367,2022-10-15 19:53:30,20,35493
726,6916,2022-10-15 20:04:30,20,28490
727,19605,2022-10-15 19:22:30,20,28490
728,80142,2022-10-15 19:44:30,20,28490
729,92161,2022-10-15 19:58:30,20,94138
730,45126,2022-10-15 20:09:30,20,94138
731,31779,2022-10-15 20:09:30,20,94138
732,37361,2022-10-22 12:09:44,2221,49672
733,57310,2022-10-22 12:40:44,2221,49672
734,98659,2022-10-22 12:25:44,2221,64619
735,91952,2022-10-22 12:18:44,2221,98594
736,82034,2022-10-22 12:38:44,2221,98594
737,94079,2022-10-22 12:59:44,2221,98594
738,86259,2022-10-22 13:03:44,2221,87826
739,96733,2022-10-22 12:54:44,2221,87826
740,59555,2022-10-22 12:40:44,2221,87826
741,15041,2022-11-07 12:49:48,644,78031
742,14206,2022-11-07 12:20:48,644,78031
743,68841,2022-11-07 12:05:48,644,86393
744,42371,2022-11-07 12:41:48,644,86393
745,20991,2022-11-07 12:26:48,644,1399
746,3822,2022-11-07 12:17:48,644,1399
747,37453,2022-11-07 12:30:48,644,1399
748,30705,2022-11-07 13:13:48,644,27777
749,71279,2022-11-07 12:37:48,644,27777
750,54430,2022-10-05 18:13:07,364,98855
751,38428,2022-10-05 17:51:07,364,40715
752,93535,2022-10-08 17:36:14,1003,52695
753,14969,2022-10-08 17:46:14,1003,52695
754,93668,2022-10-08 16:47:14,1003,98590
755,62774,2022-10-08 17:42:14,1003,40908
756,93743,2022-10-08 17:12:14,1003,40908
757,16181,2022-10-22 14:53:07,2154,61416
758,40910,2022-10-22 15:33:07,2154,61416
759,20803,2022-10-22 15:38:07,2154,90370
760,21229,2022-10-22 14:47:07,2154,90370
761,52705,2022-10-22 15:39:07,2154,90370
762,95235,2022-10-22 15:39:07,2154,63405
763,23665,2022-10-16 08:10:06,1201,95836
764,55887,2022-10-16 07:32:06,1201,61506
765,22915,2022-10-13 19:19:22,577,88856
766,80026,2022-10-13 18:56:22,577,88856
767,70190,2022-10-13 19:36:22,577,9500
768,69854,2022-10-13 19:21:22,577,9500
769,60495,2022-10-13 19:34:22,577,37695
770,77563,2022-10-13 20:08:22,577,11581
771,9887,2022-10-13 20:35:22,577,11581
772,63779,2022-10-13 20:15:22,577,11581
773,34030,2022-11-05 19:11:11,1452,28554
774,20257,2022-11-05 19:01:11,1452,28554
775,82858,2022-11-05 19:50:11,1452,28554
776,13392,2022-11-05 18:37:11,1452,78745
777,94176,2022-11-05 19:16:11,1452,73602
778,79977,2022-11-05 19:37:11,1452,73602
779,5746,2022-11-05 19:39:11,1452,73602
780,51322,2022-11-05 19:51:11,1452,37189
781,83428,2022-11-05 19:37:11,1452,37189
782,45783,2022-11-05 19:43:11,1452,37189
783,29608,2022-11-09 16:05:46,204,76888
784,48878,2022-11-09 16:06:46,204,10092
785,48723,2022-11-09 16:31:46,204,65845
786,89355,2022-11-09 17:10:46,204,65845
787,44964,2022-11-09 16:04:46,204,29038
788,77745,2022-11-03 07:04:24,1112,17494
789,99951,2022-11-03 07:38:24,1112,17494
790,64525,2022-11-03 07:24:24,1112,17494
791,47365,2022-11-03 07:29:24,1112,45822
792,52163,2022-11-03 07:20:24,1112,45822
793,39773,2022-10-15 19:39:58,2439,76138
794,39850,2022-10-15 19:09:58,2439,76138
795,48323,2022-10-15 19:42:58,2439,5218
796,87282,2022-10-15 19:31:58,2439,5218
797,53687,2022-10-15 19:53:58,2439,5218
798,41055,2022-11-28 09:56:16,1237,44638
799,34335,2022-11-28 10:32:16,1237,44638
800,69115,2022-11-28 09:50:16,1237,44638
801,30279,2022-11-28 09:39:16,1237,40801
802,85288,2022-11-28 09:38:16,1237,40801
803,51666,2022-11-28 10:03:16,1237,10324
804,23771,2022-11-28 10:16:16,1237,11974
805,81738,2022-11-28 10:24:16,1237,11974
806,84840,2022-11-28 09:30:16,1237,11974
807,5488,2022-11-29 19:21:49,196,75681
808,24994,2022-11-29 19:20:49,196,37290
809,84832,2022-11-29 18:47:49,196,37290
810,78681,2022-11-29 19:38:49,196,68262
811,70460,2022-11-29 19:38:49,196,68262
812,58314,2022-11-20 08:28:08,1146,7074
813,92261,2022-11-20 08:28:08,1146,7074
814,71640,2022-11-20 08:01:08,1146,47394
815,76115,2022-10-29 12:35:23,980,3968
816,84767,2022-10-29 13:07:23,980,1755
817,87375,2022-10-10 16:47:19,609,94505
818,48109,2022-10-10 16:42:19,609,94505
819,42994,2022-10-10 16:25:19,609,94505
820,97373,2022-10-10 16:51:19,609,73187
821,4265,2022-10-10 16:51:19,609,73187
822,16004,2022-11-17 09:43:21,1694,73573
823,31256,2022-11-17 09:19:21,1694,73573
824,70543,2022-11-17 09:13:21,1694,73573
825,237,2022-11-17 08:37:21,1694,84009
826,21036,2022-11-17 09:14:21,1694,84009
827,50944,2022-11-17 09:19:21,1694,1901
828,72644,2022-11-17 08:39:21,1694,54154
829,73827,2022-11-17 08:39:21,1694,54154
830,14857,2022-10-07 18:13:54,688,42106
831,48394,2022-10-07 19:08:54,688,42106
832,69729,2022-10-07 18:52:54,688,42106
833,14499,2022-10-07 18:33:54,688,49849
834,94885,2022-10-05 14:54:24,2816,81384
835,67011,2022-10-05 14:15:24,2816,87562
836,53973,2022-10-05 13:29:24,2816,87562
837,70744,2022-10-05 14:01:24,2816,87562
838,61845,2022-10-02 20:22:44,1587,28183
839,6029,2022-10-02 20:35:44,1587,28183
840,12112,2022-10-02 20:14:44,1587,97448
841,17663,2022-10-02 20:41:44,1587,97448
842,81824,2022-10-02 20:50:44,1587,51221
843,4752,2022-10-02 20:29:44,1587,51221
844,46770,2022-10-02 19:58:44,1587,51221
845,21070,2022-10-02 19:57:44,1587,24403
846,28562,2022-10-02 20:38:44,1587,24403
847,82813,2022-11-27 09:48:30,529,56744
848,34341,2022-11-27 10:18:30,529,30102
849,55351,2022-11-27 10:20:30,529,30102
850,12406,2022-11-27 10:13:30,529,30102
851,57659,2022-10-27 23:44:06,1330,61220
852,37908,2022-10-27 23:04:06,1330,61220
853,6204,2022-10-27 23:11:06,1330,69893
854,16198,2022-10-27 23:25:06,1330,69893
855,83462,2022-10-27 23:00:06,1330,69893
856,88746,2022-11-05 20:21:09,1704,26550
857,16120,2022-11-05 21:02:09,1704,98926
858,80584,2022-11-05 21:13:09,1704,98926
859,13854,2022-11-05 20:32:09,1704,98926
860,49283,2022-11-05 20:01:09,1704,11165
861,20309,2022-11-05 20:12:09,1704,11165
862,40871,2022-11-05 19:37:09,1704,11165
863,69848,2022-11-05 19:57:09,1704,83006
864,73800,2022-11-16 16:06:27,2502,72314
865,62719,2022-11-16 16:26:27,2502,72314
866,61384,2022-11-16 16:43:27,2502,72314
867,32702,2022-11-16 15:58:27,2502,67499
868,15967,2022-11-16 15:51:27,2502,67499
869,97076,2022-11-16 15:58:27,2502,67499
870,91383,2022-11-16 16:13:27,2502,48500
871,71078,2022-11-16 15:59:27,2502,93579
872,8083,2022-11-02 10:13:51,2121,77489
873,69542,2022-11-02 10:15:51,2121,77489
874,62652,2022-11-02 09:55:51,2121,17797
875,99273,2022-11-02 10:06:51,2121,17797
876,22987,2022-11-06 16:04:20,1157,60645
877,51241,2022-11-06 15:50:20,1157,60645
878,40764,2022-11-06 15:27:20,1157,13122
879,60715,2022-11-06 15:08:20,1157,13122
880,57716,2022-11-06 15:57:20,1157,13122
881,19512,2022-11-06 16:06:20,1157,83989
882,73048,2022-11-06 15:38:20,1157,7726
883,77365,2022-11-21 13:37:59,1219,72537
884,17048,2022-11-21 13:29:59,1219,72537
885,42977,2022-11-21 13:08:59,1219,72537
886,22193,2022-11-21 13:12:59,1219,429
887,87068,2022-11-21 13:26:59,1219,429
888,33055,2022-11-21 13:26:59,1219,97300
889,68609,2022-11-21 13:10:59,1219,1324
890,90546,2022-11-21 13:27:59,1219,1324
891,62702,2022-11-21 12:52:59,1219,1324
892,75456,2022-10-26 12:11:18,1910,52559
893,63799,2022-10-26 11:39:18,1910,52559
894,27804,2022-10-26 12:18:18,1910,52559
895,34911,2022-10-26 12:54:18,1910,27965
896,64322,2022-10-26 12:05:18,1910,27965
897,47581,2022-10-26 12:03:18,1910,27965
898,85745,2022-10-22 23:16:00,1550,48612
899,70452,2022-10-22 22:38:00,1550,54722
900,83514,2022-10-22 22:01:00,1550,54722
901,43466,2022-10-22 21:57:00,1550,41319
902,286,2022-10-22 22:07:00,1550,41319
903,51781,2022-10-22 22:43:00,1550,59106
904,30063,2022-10-22 22:00:00,1550,59106
905,98994,2022-10-22 22:27:00,1550,59106
906,49504,2022-10-12 21:07:27,828,42493
907,21983,2022-10-12 20:16:27,828,42493
908,6055,2022-10-12 20:51:27,828,42493
909,72008,2022-10-12 20:38:27,828,52954
910,2050,2022-10-12 21:02:27,828,59548
911,60082,2022-10-12 20:50:27,828,59548
912,66649,2022-10-12 20:49:27,828,68482
913,55367,2022-10-12 21:17:27,828,68482
914,13093,2022-11-28 18:38:59,871,46994
915,83812,2022-11-28 18:00:59,871,46994
916,66587,2022-11-28 18:11:59,871,46994
917,82377,2022-11-28 17:56:59,871,9930
918,59252,2022-11-28 17:56:59,871,9930
919,73429,2022-11-28 18:08:59,871,9930
920,1431,2022-11-28 18:11:59,871,23331
921,60787,2022-11-28 17:34:59,871,23331
922,69307,2022-11-28 17:40:59,871,23331
923,23750,2022-11-10 13:17:11,343,69391
924,63425,2022-11-10 13:49:11,343,69391
925,98712,2022-11-10 13:09:11,343,61995
926,8869,2022-11-10 13:44:11,343,79798
927,12922,2022-11-10 13:29:11,343,79798
928,1248,2022-11-13 13:06:35,1782,61510
929,75128,2022-11-13 13:06:35,1782,91198
930,91399,2022-11-06 20:17:56,2030,93247
931,66863,2022-11-06 20:31:56,2030,93247
932,44570,2022-11-06 20:10:56,2030,93247
933,61147,2022-11-06 21:08:56,2030,76724
934,82174,2022-11-06 20:39:56,2030,76724
935,44701,2022-10-17 10:07:14,867,30386
936,66623,2022-10-17 09:45:14,867,30386
937,33881,2022-10-17 10:16:14,867,30386
938,11787,2022-10-17 10:19:14,867,51218
939,24730,2022-10-17 10:20:14,867,51218
940,56248,2022-10-17 10:01:14,867,91876
941,21633,2022-10-17 10:25:14,867,95947
942,99539,2022-11-15 09:46:58,2544,69210
943,43913,2022-11-15 09:15:58,2544,69210
944,43768,2022-11-15 09:33:58,2544,9710
945,99424,2022-11-15 10:22:58,2544,81981
946,28709,2022-11-15 09:59:58,2544,81981
947,35275,2022-11-15 09:53:58,2544,30507
948,73152,2022-11-15 09:33:58,2544,30507
949,21623,2022-11-18 21:35:25,1690,79070
950,5778,2022-11-18 20:51:25,1690,79070
951,55276,2022-11-18 21:19:25,1690,79070
952,52012,2022-11-18 21:31:25,1690,97184
953,72272,2022-11-18 21:30:25,1690,97184
954,52229,2022-11-18 21:38:25,1690,97184
955,70586,2022-11-18 20:59:25,1690,69812
956,33914,2022-11-18 21:31:25,1690,69812
957,2047,2022-11-18 21:43:25,1690,69812
958,94558,2022-11-18 21:56:25,1690,63249
959,28727,2022-11-18 21:38:25,1690,63249
960,53940,2022-11-18 21:25:25,1690,63249
961,75129,2022-10-21 09:58:10,1855,33073
962,97256,2022-10-21 09:22:10,1855,33073
963,52382,2022-10-21 09:17:10,1855,33073
964,9877,2022-10-21 10:03:10,1855,49943
965,66812,2022-10-21 09:58:10,1855,49943
966,36920,2022-10-21 10:24:10,1855,49943
967,97700,2022-10-20 23:56:09,877,39387
968,24771,2022-10-21 00:02:09,877,39387
969,64705,2022-10-21 00:16:09,877,39387
970,74998,2022-10-20 23:51:09,877,10417
971,91720,2022-10-21 00:17:09,877,10417
972,83061,2022-10-20 23:21:09,877,50575
973,44519,2022-10-21 00:37:09,877,12783
974,17707,2022-10-21 00:43:09,877,12783
975,50481,2022-11-08 20:19:28,1210,52335
976,10988,2022-11-08 19:30:28,1210,52335
977,43901,2022-11-08 20:51:28,1210,28929
978,77084,2022-11-08 20:51:28,1210,28929
979,58656,2022-11-08 20:58:28,1210,28929
980,82602,2022-10-05 16:35:46,278,97588
981,91880,2022-10-05 16:24:46,278,97588
982,74524,2022-10-05 16:30:46,278,88581
983,97177,2022-10-05 15:55:46,278,84138
984,29838,2022-10-05 15:51:46,278,84138
985,62853,2022-10-05 15:47:46,278,84138
986,49879,2022-10-05 16:10:46,278,85796
987,4079,2022-10-05 16:01:46,278,85796
988,71381,2022-10-05 16:16:46,278,85796
989,47630,2022-11-04 20:12:48,2742,73604
990,9475,2022-11-04 19:43:48,2742,73604
991,41828,2022-11-04 19:51:48,2742,73604
992,15620,2022-11-04 20:31:48,2742,3626
993,22768,2022-11-04 20:04:48,2742,3626
994,17596,2022-11-04 19:41:48,2742,35462
995,74609,2022-11-04 19:51:48,2742,35462
996,32067,2022-11-04 19:54:48,2742,35462
997,81745,2022-11-17 09:48:13,1498,41665
998,11672,2022-11-17 08:48:13,1498,44266
999,73456,2022-10-29 08:41:00,1406,45835
1000,46605,2022-10-29 09:14:00,1406,45835
1001,17267,2022-10-29 08:35:00,1406,31863
1002,58299,2022-10-29 09:07:00,1406,44677
1003,4382,2022-10-29 08:54:00,1406,44677
1004,26808,2022-11-13 10:28:28,1896,90859
1005,30276,2022-11-13 09:36:28,1896,90859
1006,72232,2022-11-13 10:14:28,1896,90859
1007,77754,2022-11-13 09:45:28,1896,76287
1008,56746,2022-11-13 09:30:28,1896,76287
1009,23038,2022-11-13 09:35:28,1896,76287
1010,77141,2022-11-13 10:13:28,1896,88267
1011,57467,2022-11-13 10:34:28,1896,88267
1012,58181,2022-11-13 10:13:28,1896,88267
1013,30481,2022-10-18 13:09:54,2201,55659
1014,62418,2022-10-18 13:39:54,2201,55659
1015,31059,2022-10-18 13:56:54,2201,79918
1016,49855,2022-10-18 14:19:54,2201,79918
1017,48091,2022-10-18 13:31:54,2201,70839
1018,92922,2022-10-18 13:44:54,2201,20211
1019,451,2022-10-18 12:54:54,2201,20211
1020,2283,2022-10-18 13:14:54,2201,20211
1021,36840,2022-11-19 00:03:45,2846,9504
1022,42982,2022-11-18 23:59:45,2846,9504
1023,37394,2022-11-19 00:03:45,2846,15901
1024,79216,2022-11-19 00:28:45,2846,15901
1025,31965,2022-11-19 00:26:45,2846,15901
1026,80876,2022-11-19 00:21:45,2846,14095
1027,84447,2022-11-18 23:52:45,2846,27693
1028,30188,2022-11-18 23:59:45,2846,27693
1029,72593,2022-11-19 00:24:45,2846,27693
1030,53786,2022-10-31 19:47:01,833,78227
1031,11783,2022-10-31 20:13:01,833,78227
1032,46818,2022-10-31 20:12:01,833,78227
1033,25235,2022-10-31 19:46:01,833,47996
1034,45378,2022-10-31 20:33:01,833,47996
1035,35488,2022-10-31 19:29:01,833,73544
1036,31857,2022-10-31 19:45:01,833,73544
1037,11037,2022-11-13 12:40:29,1490,22492
1038,16390,2022-11-13 12:12:29,1490,22492
1039,47774,2022-11-13 11:46:29,1490,76925
1040,35191,2022-11-13 11:58:29,1490,74583
1041,16173,2022-11-13 11:53:29,1490,74583
1042,11158,2022-10-14 22:55:18,2664,36458
1043,52792,2022-10-14 23:01:18,2664,36458
1044,71527,2022-10-14 22:21:18,2664,85372
1045,55556,2022-10-14 23:07:18,2664,85372
1046,85276,2022-10-14 23:10:18,2664,70832
1047,45847,2022-10-14 22:25:18,2664,70832
1048,85227,2022-10-14 22:47:18,2664,39194
1049,2393,2022-10-14 22:23:18,2664,39194
1050,31937,2022-10-14 22:58:18,2664,39194
1051,7156,2022-10-22 16:06:57,1803,76640
1052,74684,2022-10-22 15:49:57,1803,76640
1053,64179,2022-10-22 15:39:57,1803,76640
1054,19073,2022-10-22 16:08:57,1803,19808
1055,31279,2022-10-31 14:51:03,2093,52820
1056,91609,2022-10-31 14:48:03,2093,52820
1057,13256,2022-10-31 15:09:03,2093,52820
1058,40681,2022-10-31 14:39:03,2093,11013
1059,80219,2022-10-21 22:06:46,2546,72545
1060,3664,2022-10-21 21:21:46,2546,3924
1061,58658,2022-10-21 22:29:46,2546,92476
1062,98973,2022-11-29 23:50:04,411,78404
1063,62485,2022-11-30 00:38:04,411,78404
1064,87773,2022-11-29 23:42:04,411,78404
1065,48139,2022-11-29 23:51:04,411,96299
1066,41362,2022-10-07 18:52:50,331,73667
1067,15165,2022-10-07 18:28:50,331,35779
1068,61868,2022-10-07 17:58:50,331,35779
